,index,type,geometry,properties.location_state,properties.estab_type,properties.zip_code,properties.city,properties.location_zip,properties.operation_type,properties.state,properties.location_address,properties.address_line_3,properties.location_city,properties.street_name,properties.dba_name,properties.county,properties.entity_name,properties.square_footage,properties.address_line_2,properties.street_number,properties.license_number,geometry.type,geometry.coordinates,address,_location,_latitude,_longitude,_status,_bin,_bbl
1876,11129,Feature,,NY,"JAC   ",11358,"FLUSHING          ",11358,Store,NY,35 09 FRANCIS LEWIS BLVD,"               ",FLUSHING,"FRANCIS LEWIS BLVD   ","FOOD UNIVERSE          ",Queens,"KEY FOOD CS 2 LLC                ",0,"             ",35-09,720130,,,35 09 FRANCIS LEWIS BLVD 35 09 FRANCIS LEWIS BLVD,?,?,?,Failed,?,?
1877,11130,Feature,,NY,"A     ",10038,"NEW YORK          ",10038,Store,NY,1 PACE PLAZA,"               ",NEW YORK,"PACE PLAZA                     ",WALL MALL MARKET@PACE U,New York,"COMPASS GROUP USA INC            ",0,"             ",1,742096,,,1 PACE PLAZA 1 PACE PLAZA,?,?,?,Failed,?,?
1878,11133,Feature,,NY,"A     ",11354,"FLUSHING          ",11354,Store,NY,31 85 WHITESTONE EXP,"               ",FLUSHING,"WHITESTONE EXP             ","HOME PLUS MERCHANDISE  ",Queens,"HOME PLUS MERCHANDISE CORP       ",20000,"             ",31-85,638741,,,31 85 WHITESTONE EXP 31 85 WHITESTONE EXP,?,?,?,Failed,?,?
1879,11135,Feature,,NY,"JAC   ",11373,"ELMHURST          ",11373,Store,NY,82 66,"               ",ELMHURST,"BROADWAY                   ","US SUPERMARKET         ",Queens,"US SUPERMARKET INC               ",7000,"             ",82-66,705737,,,82 66 82 66,?,?,?,Failed,?,?
1880,11136,Feature,,NY,"JAC   ",11419,"RICHMOND HILL     ",11419,Store,NY,119 17 101 AVE,"               ",RICHMOND HILL,"101 AVE                   ","AZ GROCERY AND MEAT    ",Queens,"AZ GROCERY AND MEAT INC          ",1000,"             ",119-17,638703,,,119 17 101 AVE 119 17 101 AVE,?,?,?,Failed,?,?
1881,11138,Feature,,NY,"A     ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,86 08 37TH AVE,"               ",JACKSON HEIGHTS,"37TH AVE                   ","SUNSHINE SHOP          ",Queens,"SUNSHINE SHOP INC                ",0,"             ",86-08,719648,,,86 08 37TH AVE 86 08 37TH AVE,?,?,?,Failed,?,?
1882,11140,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,45 01 104TH ST,"               ",CORONA,"104TH ST                   ","SANCHEZ DELI&GROCERY   ",Queens,"SANCHEZ DELI&GROCERY CORP        ",2400,"             ",45-01,631925,,,45 01 104TH ST 45 01 104TH ST,?,?,?,Failed,?,?
1883,11145,Feature,,NY,"JAC   ",11423,"HOLLIS            ",11423,Store,NY,202 06 HILLSIDE AVE,"               ",HOLLIS,"HILLSIDE AVE              ","AMOCO                  ",Queens,"HILLSIDE AVATAR INC              ",2000,"             ",202-06,636762,,,202 06 HILLSIDE AVE 202 06 HILLSIDE AVE,?,?,?,Failed,?,?
1884,11146,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,145 32 LAKEWOOD AVE,"               ",JAMAICA,"LAKEWOOD AVE              ",RALPHS 5 STAR MINIMARKE,Queens,"RALPHS 5 STAR MINIMARKET CORP    ",1200,"             ",145-32,724843,,,145 32 LAKEWOOD AVE 145 32 LAKEWOOD AVE,?,?,?,Failed,?,?
1885,11147,Feature,,NY,"JAC   ",11428,"QUEENS VILLAGE    ",11428,Store,NY,215 12 91ST AVENUE,"               ",QUEENS VILLAGE,"91ST AVENUE               ",99C PLUS & DELI GROCERY,Queens,"CITI LINE TRADING INC            ",800,"             ",215-12,720909,,,215 12 91ST AVENUE 215 12 91ST AVENUE,?,?,?,Failed,?,?
1886,11152,Feature,,NY,"JAC   ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,95 12 35TH AVE,"               ",JACKSON HEIGHTS,"35TH AVE                   ","TOP DELI GROCERY       ",Queens,"TOP DELI GROCERY INC             ",1600,"             ",95-12,706603,,,95 12 35TH AVE 95 12 35TH AVE,?,?,?,Failed,?,?
1887,11153,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,38 15 GREENPOINT AVE,"               ",LONG ISLAND CITY,"GREENPOINT AVE             ","GRACIOUS DELI GROCERY  ",Queens,"GRACIOUS DELI GROCERY CORP       ",1000,"             ",38-15,740921,,,38 15 GREENPOINT AVE 38 15 GREENPOINT AVE,?,?,?,Failed,?,?
1888,11154,Feature,,NY,"JAC   ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,34 43 JUNCTION BLVD,"               ",JACKSON HEIGHTS,"JUNCTION BLVD              ","EL NUEVO AMANECER DELI ",Queens,"EL NUEVO AMANECER DELI INC       ",0,"             ",34-43,734469,,,34 43 JUNCTION BLVD 34 43 JUNCTION BLVD,?,?,?,Failed,?,?
1889,11161,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,145 18 111TH AVE,"               ",JAMAICA,"111TH AVE               ","DANIA DELI GROCERY     ",Queens,"DANIA DELI GROCERY CORP          ",1000,"             ",145-18,703568,,,145 18 111TH AVE 145 18 111TH AVE,?,?,?,Failed,?,?
1890,11163,Feature,,NY,"JAC   ",11362,"LITTLE NECK       ",11362,Store,NY,252 04 NORTHERN BLVD,"               ",LITTLE NECK,"NORTHERN BLVD             ","LITTLE NECK DAE HAN MT ",Queens,"PAK JUNE HI                      ",1200,"             ",252-04,639852,,,252 04 NORTHERN BLVD 252 04 NORTHERN BLVD,?,?,?,Failed,?,?
1891,11167,Feature,,NY,"JAC   ",11417,"OZONE PARK        ",11417,Store,NY,93 02 LIBERTY AVE,"               ",OZONE PARK,"LIBERTY AVE                ","EL CONUCO FAMILIAR     ",Queens,"EL CONUCO FAMILIAR CORP          ",1500,"             ",93-02,731444,,,93 02 LIBERTY AVE 93 02 LIBERTY AVE,?,?,?,Failed,?,?
1892,11168,Feature,,NY,"JAC   ",11379,"MIDDLE VILLAGE    ",11379,Store,NY,80 05 CALDWELL AVE,"               ",MIDDLE VILLAGE,"CALDWELL AVE           ","VILLAGE BARN           ",Queens,"VILLAGE BARN LTD                 ",8500,"             ",80-05,729868,,,80 05 CALDWELL AVE 80 05 CALDWELL AVE,?,?,?,Failed,?,?
1893,11171,Feature,,NY,"JAC   ",11385,"GLENDALE          ",11385,Store,NY,60 49 COOPER AVE,"               ",GLENDALE,"COOPER AVE                 ","DAISYS DELI&GROCERY    ",Queens,"GLENDALE FOOD CENTER CORP        ",3000,"             ",60-49,632672,,,60 49 COOPER AVE 60 49 COOPER AVE,?,?,?,Failed,?,?
1894,11172,Feature,,NY,"A     ",11374,"REGO PARK         ",11374,Store,NY,97 10 63RD RD,"               ",REGO PARK,"10 63RD RD                ","CVS PHARMACY 02985     ",Queens,"CVS ALBANY LLC                   ",25000,"             ",97,636688,,,97 10 63RD RD 97 10 63RD RD,?,?,?,Failed,?,?
1895,11174,Feature,,NY,"JAC   ",11358,"FLUSHING          ",11358,Store,NY,189 07 CROCHERON AVE,"               ",FLUSHING,"CROCHERON AVE             ","T & C GROCERY          ",Queens,"T & C GROCERY INC                ",1200,"             ",189-07,706367,,,189 07 CROCHERON AVE 189 07 CROCHERON AVE,?,?,?,Failed,?,?
1896,11178,Feature,,NY,"JAC   ",11691,"FAR ROCKAWAY      ",11691,Store,NY,16 04 MOTT AVE,"               ",FAR ROCKAWAY,"MOTT AVE                   ","VBA ENTERPRISES        ",Queens,"VBA ENTERPRISES INC              ",1100,"             ",16-04,639186,,,16 04 MOTT AVE 16 04 MOTT AVE,?,?,?,Failed,?,?
1897,11180,Feature,,NY,"JAC   ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,90 30 ROOSEVELT AVE,"               ",JACKSON HEIGHTS,"ROOSEVELT AVE              ","BRAVO SUPERMARKET 043  ",Queens,"PENZO FOOD CORP                  ",12000,"             ",90-30,635549,,,90 30 ROOSEVELT AVE 90 30 ROOSEVELT AVE,?,?,?,Failed,?,?
1898,11181,Feature,,NY,"A     ",11355,"FLUSHING          ",11355,Store,NY,60 08 MAIN ST,"               ",FLUSHING,"MAIN ST                    ","QUICKSTOP              ",Queens,"MITUL QUICKSTOP INC              ",900,"             ",60-08,639911,,,60 08 MAIN ST 60 08 MAIN ST,?,?,?,Failed,?,?
1899,11185,Feature,,NY,"A     ",11435,"JAMAICA           ",11435,Store,NY,139 11 QUEENS BLVD,"               ",JAMAICA,"QUEENS BLVD               ","NEW LIFE CHRISTIAN STR ",Queens,"CHRISTIAN VARIETY OF QUEENS INC  ",6500,"             ",139-11,633493,,,139 11 QUEENS BLVD 139 11 QUEENS BLVD,?,?,?,Failed,?,?
1900,11187,Feature,,NY,"JAC   ",11421,"WOODHAVEN         ",11421,Store,NY,90 28 JAMAICA AVENUE,"               ",WOODHAVEN,"JAMAICA AVENUE             ","PIONEER                ",Queens,"ABC MEAT CORP                    ",7500,"             ",90-28,738893,,,90 28 JAMAICA AVENUE 90 28 JAMAICA AVENUE,?,?,?,Failed,?,?
1901,11189,Feature,,NY,"JAC   ",11419,SOUTH RICHMOND HIL,11419,Store,NY,124 16 LIBERTY AVE,"               ",SOUTH RICHMOND HIL,"LIBERTY AVE               ",APNA BAZAR FARMERS MARK,Queens,"D&J PRODUCE INC                  ",0,"             ",124-16,718377,,,124 16 LIBERTY AVE 124 16 LIBERTY AVE,?,?,?,Failed,?,?
1902,11190,Feature,,NY,"A     ",11106,"ASTORIA           ",11106,Store,NY,31 04 36TH AVE,"               ",ASTORIA,"36TH AVE                   ","F&Y CONVENIENCE        ",Queens,"F&Y CONVENIENCE INC              ",800,"             ",31-04,731893,,,31 04 36TH AVE 31 04 36TH AVE,?,?,?,Failed,?,?
1903,11192,Feature,,NY,"JAC   ",10033,"NEW YORK          ",10033,Store,NY,1331 ST NICHOLAS AVE,"               ",NEW YORK,"ST NICHOLAS AVE             ","FOOD UNIVERSE          ",New York,"1331 ST NICHOLAS FOOD LLC        ",10000,"             ",1331,743397,,,1331 ST NICHOLAS AVE 1331 ST NICHOLAS AVE,?,?,?,Failed,?,?
1904,11193,Feature,,NY,"JAC   ",10004,"NEW YORK          ",10004,Store,NY,4 NY PLAZA 115 BROAD STREET,"               ",NEW YORK,"NY  PLAZA 115 BROAD STREET ","FINANCIER PATISSERIE   ",New York,"PE PASTRY LLC                    ",0,"             ",4,736043,,,4 NY PLAZA 115 BROAD STREET 4 NY PLAZA 115 BROAD STREET,?,?,?,Failed,?,?
1905,11194,Feature,,NY,"JAC   ",10019,"NEW YORK          ",10019,Store,NY,801 803 8TH AVENUE,"               ",NEW YORK,"8TH AVENUE               ","Z DELI GROCERY V       ",New York,"Z DELI GROCERY V CORP            ",0,"             ",801-803,726879,,,801 803 8TH AVENUE 801 803 8TH AVENUE,?,?,?,Failed,?,?
1906,11203,Feature,,NY,"A     ",11368,"CORONA            ",11368,Store,NY,96 04 ROOSEVELT AVE,"               ",CORONA,"ROOSEVELT AVE              ","9604 KING FARIS CANDY  ",Queens,9604 KING FARIS CANDY GROCERY COR,1200,"             ",96-04,724139,,,96 04 ROOSEVELT AVE 96 04 ROOSEVELT AVE,?,?,?,Failed,?,?
1907,11204,Feature,,NY,"JAC   ",11432,"JAMAICA           ",11432,Store,NY,180 10 HILLSIDE AVE,"               ",JAMAICA,"HILLSIDE AVE              ","AL FATTAH FOOD BAZAR   ",Queens,"AL FATTAH FOOD BAZAR INC         ",1000,"             ",180-10,729381,,,180 10 HILLSIDE AVE 180 10 HILLSIDE AVE,?,?,?,Failed,?,?
1908,11205,Feature,,NY,"JAC   ",11418,"RICHMOND HILL     ",11418,Store,NY,116 08 METROPOLITAN AVE,"               ",RICHMOND HILL,"METROPOLITAN AVE          ","JOY FRUIT              ",Queens,"J&B FARM NY INC                  ",3000,"             ",116-08,735086,,,116 08 METROPOLITAN AVE 116 08 METROPOLITAN AVE,?,?,?,Failed,?,?
1909,11210,Feature,,NY,"JAC   ",11379,"MIDDLE VILLAGE    ",11379,Store,NY,75 26 METROPOLITAN AVE,"               ",MIDDLE VILLAGE,"METROPOLITAN AVE           ","EUROPEAN DELI          ",Queens,"ZEBROWSKI CORP                   ",1500,"             ",75-26,638007,,,75 26 METROPOLITAN AVE 75 26 METROPOLITAN AVE,?,?,?,Failed,?,?
1910,11212,Feature,,NY,"JACH  ",11361,"BAYSIDE           ",11361,Store,NY,38 39 BELL BLVD,"               ",BAYSIDE,"BELL BLVD                  ",FRENCH WORKSHOP ARTISAN,Queens,"PAZO LLC                         ",2850,"             ",38-39,720068,,,38 39 BELL BLVD 38 39 BELL BLVD,?,?,?,Failed,?,?
1911,11213,Feature,,NY,"JAC   ",11355,"FLUSHING          ",11355,Store,NY,41 82 MAIN ST,"               ",FLUSHING,"MAIN ST                    ","CHUNG FAT SUPERMARKET  ",Queens,"CHUNG FAT SUPERMARKET INC        ",25000,"             ",41-82,633958,,,41 82 MAIN ST 41 82 MAIN ST,?,?,?,Failed,?,?
1912,11214,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,143 16 LAKEWOOD AVE,"               ",JAMAICA,"LAKEWOOD AVE              ","FAMILY HALAL STLYE     ",Queens,"SULIEMAN MITCHELL                ",2000,"             ",143-16,743100,,,143 16 LAKEWOOD AVE 143 16 LAKEWOOD AVE,?,?,?,Failed,?,?
1913,11218,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,139 01 89TH AVE,"               ",JAMAICA,"89TH AVE                  ","NORDOMI #2 DELI        ",Queens,"NORDOMI #2 DELI CORP             ",2500,"             ",139-01,638754,,,139 01 89TH AVE 139 01 89TH AVE,?,?,?,Failed,?,?
1914,11222,Feature,,NY,"A     ",10003,"NEW YORK          ",10003,Store,NY,125 133 3RD AVE,"               ",NEW YORK,"3RD AVE                  ","DUANE READE 14265      ",New York,"DUANE READE ET AL PTRS           ",4000,"             ",125-133,625311,,,125 133 3RD AVE 125 133 3RD AVE,?,?,?,Failed,?,?
1915,11223,Feature,,NY,"JAC   ",11420,"SOUTH OZONE PARK  ",11420,Store,NY,123 36 ROCKAWAY BLVD,"               ",SOUTH OZONE PARK,"ROCKAWAY BLVD             ","A&S ROCKAWAY DELI GRCY ",Queens,"A&S ROCKAWAY DELI GROCERY CORP   ",1500,"             ",123-36,639990,,,123 36 ROCKAWAY BLVD 123 36 ROCKAWAY BLVD,?,?,?,Failed,?,?
1916,11224,Feature,,NY,"JAC   ",11412,"ST ALBANS         ",11412,Store,NY,201 01 LINDEN BLVD,"               ",ST ALBANS,"LINDEN BLVD               ","JFP GROCERY & DELI     ",Queens,"JFP GROCERY & DELI INC           ",1500,"             ",201-01,638418,,,201 01 LINDEN BLVD 201 01 LINDEN BLVD,?,?,?,Failed,?,?
1917,11227,Feature,,NY,"A     ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,80 14 NORTHERN BLVD,"               ",JACKSON HEIGHTS,"NORTHERN BLVD              ",VIVA PHARMACY & WELLNES,Queens,"VIVA PHARMACY & WELLNESS LLC     ",0,"             ",80-14,720452,,,80 14 NORTHERN BLVD 80 14 NORTHERN BLVD,?,?,?,Failed,?,?
1918,11230,Feature,,NY,"JAC   ",11692,"ARVENE            ",11692,Store,NY,69 19 BEACH CHANNEL DR,"               ",ARVENE,"BEACH CHANNEL DR           ","AAA GROCERY            ",Queens,"AAA GROCERY CORP                 ",0,"             ",69-19,637770,,,69 19 BEACH CHANNEL DR 69 19 BEACH CHANNEL DR,?,?,?,Failed,?,?
1919,11231,Feature,,NY,"JAC   ",11423,"HOLLIS            ",11423,Store,NY,202 19 JAMAICA AVE,"               ",HOLLIS,"JAMAICA AVE               ","ABREU MINI MARKET      ",Queens,"ABREU MINI MARKET INC            ",1500,"             ",202-19,635000,,,202 19 JAMAICA AVE 202 19 JAMAICA AVE,?,?,?,Failed,?,?
1920,11238,Feature,,NY,"JAC   ",11369,"EAST ELMHURST     ",11369,Store,NY,102 15 ASTORIA BLVD,"               ",EAST ELMHURST,"ASTORIA BLVD              ","EAST ELMHURST GROCERY  ",Queens,"EAST ELMHURST GROCERY CORP       ",1500,"             ",102-15,718602,,,102 15 ASTORIA BLVD 102 15 ASTORIA BLVD,?,?,?,Failed,?,?
1921,11242,Feature,,NY,"JAC   ",11375,"FOREST HILLS      ",11375,Store,NY,63 32 108TH ST,"               ",FOREST HILLS,"108TH ST                   ","GASTRONOM INTRNLMRKT   ",Queens,"A&R INTERNATIONAL LLC            ",2400,"             ",63-32,633683,,,63 32 108TH ST 63 32 108TH ST,?,?,?,Failed,?,?
1922,11244,Feature,,NY,"JAC   ",11420,"SOUTH OZONE PARK  ",11420,Store,NY,133 45 131ST ST,"               ",SOUTH OZONE PARK,"131ST ST                  ","NEW TIMES MINI MARKET  ",Queens,"NEW TIMES MINI MARKET INC        ",1850,"             ",133-45,639062,,,133 45 131ST ST 133 45 131ST ST,?,?,?,Failed,?,?
1923,11249,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,102 02 34TH AVE,"               ",CORONA,"34TH AVE              ","UR DELI & GRILL        ",Queens,"UR DELI & GRILL INC              ",2000,"             ",102-02,724517,,,102 02 34TH AVE 102 02 34TH AVE,?,?,?,Failed,?,?
1924,11251,Feature,,NY,"JAC   ",11361,"BAYSIDE           ",11361,Store,NY,205 09 35TH AVENUE,"               ",BAYSIDE,"35TH AVENUE               ","ROBERTS BUTCHER SHOP   ",Queens,"ROBERTS BUTCHER SHOP INC         ",4000,"             ",205-09,703272,,,205 09 35TH AVENUE 205 09 35TH AVENUE,?,?,?,Failed,?,?
1925,11254,Feature,,NY,"JAC   ",11354,"FLUSHING          ",11354,Store,NY,31 06 FARRINGTON ST,"               ",FLUSHING,"FARRINGTON ST              ",HISSHO SUSHI@STOP&SHOP#,Queens,"LWIN FAMILY CO LLC               ",50,"             ",31-06,740854,,,31 06 FARRINGTON ST 31 06 FARRINGTON ST,?,?,?,Failed,?,?
1926,11255,Feature,,NY,"A     ",11375,"FOREST HILLS      ",11375,Store,NY,104 25 QUEENS BLVD,"               ",FOREST HILLS,"QUEENS BLVD               ","WALGREENS 1487         ",Queens,"WALGREEN EASTERN CO INC          ",0,"             ",104-25,636408,,,104 25 QUEENS BLVD 104 25 QUEENS BLVD,?,?,?,Failed,?,?
1927,11257,Feature,,NY,"A     ",11103,"ASTORIA           ",11103,Store,NY,33 01 30TH AVE,"               ",ASTORIA,"30TH AVE                   ",RITE AID PHARMACY 01805,Queens,"RITE AID DRUG PALACE INC         ",0,"             ",33-01,633476,,,33 01 30TH AVE 33 01 30TH AVE,?,?,?,Failed,?,?
1928,11259,Feature,,NY,"JAC   ",11418,"RICHMOND HILL     ",11418,Store,NY,124 12 JAMAICA AVE,"               ",RICHMOND HILL,"JAMAICA AVE               ","BABA SUPERMARKET       ",Queens,"BABA SUPERMARKET INC             ",1300,"             ",124-12,633862,,,124 12 JAMAICA AVE 124 12 JAMAICA AVE,?,?,?,Failed,?,?
1929,11262,Feature,,NY,"A     ",11379,"MIDDLE VILLAGE    ",11379,Store,NY,74 29 METROPOLITAN AVENUE,"               ",MIDDLE VILLAGE,"METROPOLITAN AVENUE        ","KAVYA OPTIMO II        ",Queens,"KAVYA OPTIMO II INC              ",800,"             ",74-29,730498,,,74 29 METROPOLITAN AVENUE 74 29 METROPOLITAN AVENUE,?,?,?,Failed,?,?
1930,11263,Feature,,NY,"A     ",11432,"JAMAICA           ",11432,Store,NY,155 01 JAMAICA AVE,"               ",JAMAICA,"JAMAICA AVE               ",WORLDWIDE 99 CENTS DSCN,Queens,"C&V 99 CENTS CORP                ",5000,"             ",155-01,637530,,,155 01 JAMAICA AVE 155 01 JAMAICA AVE,?,?,?,Failed,?,?
1931,11269,Feature,,NY,"JABC  ",11385,"RIDGEWOOD         ",11385,Store,NY,69 11 MYRTLE AVE,"               ",RIDGEWOOD,"MYRTLE AVE                 ","RUSSO BAKERY           ",Queens,"MASPETH BAKERY INC               ",1600,"             ",69-11,714354,,,69 11 MYRTLE AVE 69 11 MYRTLE AVE,?,?,?,Failed,?,?
1932,11272,Feature,,NY,"A     ",11373,"ELMHURST          ",11373,Store,NY,78 02 WOODSIDE AVE,"               ",ELMHURST,"WOODSIDE AVE               ","EMMA GROCERY STORE     ",Queens,"EMMA GROCERY STORE INC           ",1500,"             ",78-02,740056,,,78 02 WOODSIDE AVE 78 02 WOODSIDE AVE,?,?,?,Failed,?,?
1933,11276,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,107 52 SUTPHIN BLVD,"               ",JAMAICA,"SUTPHIN BLVD              ",SUTPHIN 809 DELI &GROCE,Queens,"SUTPHIN 809 DELI &GROCERY CORP   ",1000,"             ",107-52,741553,,,107 52 SUTPHIN BLVD 107 52 SUTPHIN BLVD,?,?,?,Failed,?,?
1934,11277,Feature,,NY,"JAC   ",11421,"WOODHAVEN         ",11421,Store,NY,86 19,"               ",WOODHAVEN,"91ST AVEUE             ","VAZQUEZ DELI GROCERY   ",Queens,"VASQUEZ DELI GROCERY 91 CORP     ",2000,"             ",86-19,721842,,,86 19 86 19,?,?,?,Failed,?,?
1935,11278,Feature,,NY,"JAC   ",11385,"RIDGEWOOD         ",11385,Store,NY,66 64 FRESH POND RD,"               ",RIDGEWOOD,"FRESH POND RD        ","GENOVA MEATS           ",Queens,"GENOVA ANGELO                    ",400,"             ",66-64,632412,,,66 64 FRESH POND RD 66 64 FRESH POND RD,?,?,?,Failed,?,?
1936,11279,Feature,,NY,"A     ",11354,"FLUSHING          ",11354,Store,NY,131 42 40TH RD,"               ",FLUSHING,"40TH RD (BSMT)            ","SNACK POINT            ",Queens,"SNACK POINT INC                  ",600,"             ",131-42,736762,,,131 42 40TH RD 131 42 40TH RD,?,?,?,Failed,?,?
1937,11280,Feature,,NY,"JAC   ",11433,"JAMAICA           ",11433,Store,NY,163 06 109TH AVE,"               ",JAMAICA,"109TH AVE                 ","LUPIN & TAPIN          ",Queens,"LUPIN & TAPIN LLC                ",0,"             ",163-06,718980,,,163 06 109TH AVE 163 06 109TH AVE,?,?,?,Failed,?,?
1938,11286,Feature,,NY,"JAC   ",11421,"WOODHAVEN         ",11421,Store,NY,96 04 JAMAICA AVE,"               ",WOODHAVEN,"JAMAICA AVE                ","A&A GROCERY            ",Queens,"A&A GROCERY CORP                 ",1500,"             ",96-04,741552,,,96 04 JAMAICA AVE 96 04 JAMAICA AVE,?,?,?,Failed,?,?
1939,11287,Feature,,NY,"JAC   ",11361,"BAYSIDE           ",11361,Store,NY,215 05 NORTHERN BLVD,"               ",BAYSIDE,"NORTHERN BLVD #3          ",LIFETIME DELI & GROCERY,Queens,"LIFETIME DELI & GROCERY INC      ",0,"             ",215-05,729226,,,215 05 NORTHERN BLVD 215 05 NORTHERN BLVD,?,?,?,Failed,?,?
1940,11289,Feature,,NY,"JAC   ",11421,"WOODHAVEN         ",11421,Store,NY,98 02 JAMAICA AVE,"               ",WOODHAVEN,"JAMAICA AVE                ","C TOWN 041023          ",Queens,"BAYCHESTER SUPERMARKET CORP      ",25000,"             ",98-02,630536,,,98 02 JAMAICA AVE 98 02 JAMAICA AVE,?,?,?,Failed,?,?
1941,11294,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,43 03 NATIONAL ST,"               ",CORONA,"NATIONAL ST                ","CHINANTLA MINI MARKET  ",Queens,"CHINANTLA MINI MARKET CORP       ",2000,"             ",43-03,720847,,,43 03 NATIONAL ST 43 03 NATIONAL ST,?,?,?,Failed,?,?
1942,11297,Feature,,NY,"JAC   ",11103,"ASTORIA           ",11103,Store,NY,25 76 STEINWAY STREET,"               ",ASTORIA,"STEINWAY STREET            ","WATANY MEAT AND FRUITS ",Queens,"WATANY MEAT AND FRUITS INC       ",3000,"             ",25-76,728938,,,25 76 STEINWAY STREET 25 76 STEINWAY STREET,?,?,?,Failed,?,?
