,index,type,geometry,properties.location_state,properties.estab_type,properties.zip_code,properties.city,properties.location_zip,properties.operation_type,properties.state,properties.location_address,properties.address_line_3,properties.location_city,properties.street_name,properties.dba_name,properties.county,properties.entity_name,properties.square_footage,properties.address_line_2,properties.street_number,properties.license_number,geometry.type,geometry.coordinates,address,_location,_latitude,_longitude,_status,_bin,_bbl
71,3667,Feature,,NY,"JAC   ",11203,"BROOKLYN          ",11203,Store,NY,4323 AVENUE,"               ",BROOKLYN,"AVENUE D                    ","FAISAL DELI & GROCERY  ",Kings,"FAISAL DELI & GROCERY CORP       ",1500,"             ",4323,725645,,,4323 AVENUE 4323 AVENUE,"4323 AVENUE G, Brooklyn, New York, NY, USA",40.635102,-73.934643,Unchecked,3114511,3050180001
72,3673,Feature,,NY,"JAC   ",11223,"BROOKLYN          ",11223,Store,NY,730 AVENUE,"               ",BROOKLYN,"AVENUE U                     ","ALBERT'S FRUITS & VEG  ",Kings,"ALBERT'S FRUITS & VEGETABLES INC ",3000,"             ",730,615393,,,730 AVENUE 730 AVENUE,"730 AVENUE R, Brooklyn, New York, NY, USA",40.604814,-73.964499,Unchecked,3178727,3066830011
73,3690,Feature,,NY,"A     ",11358,"FLUSHING          ",11358,Store,NY,172 11 NORTHERN BLVD,"               ",FLUSHING,"NORTHERN BLVD             ","MOBIL MART             ",Queens,"NOR TOPIA SERVICE CENTER INC     ",300,"             ",172-11,630209,,,172 11 NORTHERN BLVD 172 11 NORTHERN BLVD,"172-11 NORTHERN BOULEVARD, Queens, New York, NY, USA",40.758114,-73.793591,Unchecked,4120988,4053630001
74,3696,Feature,,NY,"JAC   ",11421,"WOODHAVEN         ",11421,Store,NY,75 02 JAMAICA AVE,"               ",WOODHAVEN,"JAMAICA AVE                ","75 DELI & GROCERY      ",Queens,"ALI DELI INC                     ",0,"             ",75-02,725936,,,75 02 JAMAICA AVE 75 02 JAMAICA AVE,"214-75 JAMAICA AVENUE, Queens, New York, NY, USA",40.717177,-73.741349,Unchecked,4226242,4106060261
75,3715,Feature,,NY,"JABH  ",11214,"BROOKLYN          ",11214,Store,NY,7614 16 17TH AVE,"               ",BROOKLYN,"17TH AVE                 ","IL FORNARETTO          ",Kings,"IL FORNARETTO II, LLC            ",3000,"             ",7614-16,619917,,,7614 16 17TH AVE 7614 16 17TH AVE,?,?,?,Failed,?,?
76,3725,Feature,,NY,"JAC   ",11234,"BROOKLYN          ",11234,Store,NY,49 01 AVENUE N,"               ",BROOKLYN,"AVENUE N                   ","SUNNYDALE OF BROOKLYN  ",Kings,"SUNNYDALE OF BROOKLYN INC        ",1200,"             ",49-01,736535,,,49 01 AVENUE N 49 01 AVENUE N,"49 1 AVENUE, Manhattan, New York, NY, USA",40.72453,-73.98795,Unchecked,1000000,1004440034
77,3754,Feature,,NY,"JAC   ",11104,"SUNNYSIDE         ",11104,Store,NY,44 07 GREENPOINT AVE,"               ",SUNNYSIDE,"GREENPOINT AVE             ",GREEN VALLEY OF SUNNYSI,Queens,"DAR FOOD CORP                    ",9800,"             ",44-07,637652,,,44 07 GREENPOINT AVE 44 07 GREENPOINT AVE,?,?,?,Failed,?,?
78,3771,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,113 16 SUTPHIN BLVD,"               ",JAMAICA,"SUTPHIN BLVD              ","4G DELI                ",Queens,"4G DELI CORP                     ",1200,"             ",113-16,670958,,,113 16 SUTPHIN BLVD 113 16 SUTPHIN BLVD,"113-16 SUTPHIN BOULEVARD, Queens, New York, NY, USA",40.686384,-73.794365,Unchecked,4259004,4119660016
79,3779,Feature,,NY,"JAC   ",11236,"BROOKLYN          ",11236,Store,NY,93 12 AVENUE,"               ",BROOKLYN,"AVENUE L                   ","COUNTRY BUTCHER        ",Kings,"COUNTRY BUTCHER CORP             ",3000,"             ",93-12,615611,,,93 12 AVENUE 93 12 AVENUE,"93 12 AVENUE, Manhattan, New York, NY, USA",40.74884,-74.00805,Unchecked,1000000,1006680030
80,3791,Feature,,NY,"JAC   ",11203,"BROOKLYN          ",11203,Store,NY,4513 AVE,"               ",BROOKLYN,"AVE D                       ","DELI ON THE D          ",Kings,"DELI ON THE D CORP               ",2000,"             ",4513,739697,,,4513 AVE 4513 AVE,"4513 AVENUE H, Brooklyn, New York, NY, USA",40.632811,-73.9327,Unchecked,3213375,3077290005
81,3800,Feature,,NY,"JAC   ",10452,"BRONX             ",10452,Store,NY,1538 DR MARTIN LUTHER KING BLVD,"               ",BRONX,DR MARTIN LUTHER KING BLVD #,"1538 NEW DELI          ",Bronx,"1538 NEW DELI CORP               ",2000,"             ",1538,705020,,,1538 DR MARTIN LUTHER KING BLVD 1538 DR MARTIN LUTHER KING BLVD,"1538 DR MARTIN LUTHER KING JR BLVD, Bronx, New York, NY, USA",40.845796,-73.921466,Unchecked,2008785,2028750045
82,3818,Feature,,NY,"JAC   ",11219,"BROOKLYN          ",11219,Store,NY,4720 NEW,"               ",BROOKLYN,"NEW UTRECHT             ","SANZ MEATS             ",Kings,"ANSHEI 1420 CORP                 ",1500,"             ",4720,740542,,,4720 NEW 4720 NEW,"4720 NEW UTRECTH AVENUE, Brooklyn, New York, NY, USA",40.637857,-73.994826,Unchecked,3137163,3056270022
83,3843,Feature,,NY,"JAC   ",11362,"LITTLE NECK       ",11362,Store,NY,251 32 NORTHERN BLVD,"               ",LITTLE NECK,"NORTHERN BLVD             ",NEW POLO DELI & GROCERY,Queens,"NEW POLO DELI & GROCERY INC      ",1500,"             ",251-32,732000,,,251 32 NORTHERN BLVD 251 32 NORTHERN BLVD,"251-32 NORTHERN BOULEVARD, Queens, New York, NY, USA",40.76947,-73.736168,Unchecked,4170876,4082270039
84,3879,Feature,,NY,"A     ",11355,"FLUSHING          ",11355,Store,NY,41 38 MAIN ST,"               ",FLUSHING,"MAIN ST                    ",ZHONG MEI (USA) TRADING,Queens,"ZHONG MEI (USA) TRADING INC      ",900,"             ",41-38,639988,,,41 38 MAIN ST 41 38 MAIN ST,"41-38 MAIN STREET, Queens, New York, NY, USA",40.75707,-73.829289,Unchecked,4432141,4050420039
85,3883,Feature,,NY,"A     ",11230,"BROOKLYN          ",11230,Store,NY,1703 AVE,"               ",BROOKLYN,"AVE M                       ","MIDWOOD CON&SMOKE SHOP ",Kings,"MIDWOOD CONVENIENCE CORP         ",600,"             ",1703,738122,,,1703 AVE 1703 AVE,"1703 AVENUE H, Brooklyn, New York, NY, USA",40.63041,-73.960143,Unchecked,3179082,3066920006
86,3900,Feature,,NY,"JAC   ",11203,"BROOKLYN          ",11203,Store,NY,5215 AVENUE,"               ",BROOKLYN,"AVENUE D                    ","FIRO FOOD MARKET       ",Kings,"FIRO FOOD MARKET CORP            ",0,"             ",5215,732584,,,5215 AVENUE 5215 AVENUE,"5215 AVENUE L, Brooklyn, New York, NY, USA",40.623915,-73.924873,Unchecked,3217821,3078320004
87,3907,Feature,,NY,"JAC   ",11354,"FLUSHING          ",11354,Store,NY,146 25 NORTHERN BLVD,"               ",FLUSHING,"NORTHERN BLVD             ","SANDWICH KING          ",Queens,"JIYA DELI&GROCERY INC            ",1200,"             ",146-25,671034,,,146 25 NORTHERN BLVD 146 25 NORTHERN BLVD,"146-25 NORTHERN BOULEVARD, Queens, New York, NY, USA",40.765412,-73.819777,Unchecked,4113212,4050040026
88,3922,Feature,,NY,"A     ",10463,"BRONX             ",10463,Store,NY,5825 35,"               ",BRONX,"BROADWAY                 ","RITE AID 10541         ",Bronx,"GENOVESE DRUG STORES INC         ",10000,"             ",5825-35,604381,,,5825 35 5825 35,?,?,?,Failed,?,?
89,3936,Feature,,NY,"JAC   ",11223,"BROOKLYN          ",11223,Store,NY,247 AVENUE,"               ",BROOKLYN,"AVENUE X                     ",FRUITS & VEGETABLES BRO,Kings,"FRUITS & VEGETABLES BROTHERS INC ",1200,"             ",247,740645,,,247 AVENUE 247 AVENUE,"247 AVENUE T, Brooklyn, New York, NY, USA",40.5992,-73.97572,Unchecked,3190325,3070850048
90,3959,Feature,,NY,"JAC   ",11236,"BROOKLYN          ",11236,Store,NY,104 04 FLATLANDS AVE,"               ",BROOKLYN,"FLATLANDS AVE             ","ADEN SUPERMARKET       ",Kings,"ADEN SUPERMARKET LLC             ",1500,"             ",104-04,612900,,,104 04 FLATLANDS AVE 104 04 FLATLANDS AVE,?,?,?,Failed,?,?
91,4013,Feature,,NY,"JAC   ",11103,"ASTORIA           ",11103,Store,NY,25 22 STEINWAY ST,"               ",ASTORIA,"STEINWAY ST                ","ZAITOUN                ",Queens,"ZAITOUN INC                      ",1000,"             ",25-22,639728,,,25 22 STEINWAY ST 25 22 STEINWAY ST,"25-22 STEINWAY STREET, Queens, New York, NY, USA",40.767512,-73.912438,Unchecked,4010278,4006540072
92,4074,Feature,,NY,"JAC   ",11207,"BROOKLYN          ",11207,Store,NY,1781 1783,"               ",BROOKLYN,"BROADWAY               ",MARKETPLACE OF BUSHWICK,Kings,"HB&SON MEAT CORP                 ",15000,"             ",1781-1783,610798,,,1781 1783 1781 1783,?,?,?,Failed,?,?
93,4124,Feature,,NY,"A     ",11422,"ROSEDALE          ",11422,Store,NY,248 56 ROCKAWAY BLVD,"               ",ROSEDALE,"ROCKAWAY BLVD             ","DOLLAR TREE 5582       ",Queens,"DOLLAR TREE STORES, INC          ",10000,"             ",248-56,720700,,,248 56 ROCKAWAY BLVD 248 56 ROCKAWAY BLVD,"248-56 ROCKAWAY BOULEVARD, Queens, New York, NY, USA",40.638955,-73.742285,Unchecked,4538353,4138950050
94,4139,Feature,,NY,"JAC   ",11354,"FLUSHING          ",11354,Store,NY,134 32A 35TH AVE,"               ",FLUSHING,"35TH AVE                 ","JOY FOODS              ",Queens,"THT INTERNATIONAL CORP           ",1000,"             ",134-32A,671757,,,134 32A 35TH AVE 134 32A 35TH AVE,?,?,?,Failed,?,?
95,4145,Feature,,NY,"JABC  ",11235,"BROOKLYN          ",11235,Store,NY,1710 AVENUE,"               ",BROOKLYN,"AVENUE Y                    ","STOP&SHOP 505          ",Kings,"STOP&SHOP SUPERMARKET CO LLC THE ",56000,"             ",1710,614265,,,1710 AVENUE 1710 AVENUE,"1710 AVENUE O, Brooklyn, New York, NY, USA",40.61301,-73.956716,Unchecked,3181954,3067640005
96,4147,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,10 40 45TH AVENUE,"               ",LONG ISLAND CITY,"45TH AVENUE UNIT 35    ","FRESH FROM THE HEART   ",Queens,"RADUSKY REGINA                   ",0,"             ",10-40,739450,,,10 40 45TH AVENUE 10 40 45TH AVENUE,"10-40 45 AVENUE, Queens, New York, NY, USA",40.747581,-73.950662,Unchecked,4000411,4000500017
97,4150,Feature,,NY,"JAC   ",11229,"BROOKLYN          ",11229,Store,NY,2818 AVE,"               ",BROOKLYN,"AVE U                       ","KOSHER PALACE          ",Kings,"KOSHER PALACE SUPERMARKET INC    ",4000,"             ",2818,612647,,,2818 AVE 2818 AVE,"2818 AVENUE Z, Brooklyn, New York, NY, USA",40.58916,-73.941079,Unchecked,3205374,3074730008
98,4155,Feature,,NY,"JABCH ",11230,"BROOKLYN          ",11230,Store,NY,1321 AVENUE,"               ",BROOKLYN,"AVENUE J                    ","MEIERS HEIMISHE BAKERY ",Kings,"SKLYANOY BAKERY INC              ",800,"             ",1321,614630,,,1321 AVENUE 1321 AVENUE,"1321 AVENUE M, Brooklyn, New York, NY, USA",40.61814,-73.96145,Unchecked,3421764,3067330040
99,4159,Feature,,NY,"JAC   ",11233,"BROOKLYN          ",11233,Store,NY,297 T S BOYLAND ST,"               ",BROOKLYN,"T S BOYLAND ST.              ","J M L DELI             ",Kings,"J M L DELI CORP                  ",0,"             ",297,740047,,,297 T S BOYLAND ST 297 T S BOYLAND ST,"297 THOMAS S BOYLAND STREET, Brooklyn, New York, NY, USA",40.673993,-73.913679,Unchecked,3039104,3014540013
100,4287,Feature,,NY,"JAC   ",10454,"BRONX             ",10454,Store,NY,2 ST ANN'S AVENUE,"               ",BRONX,"ST. ANN'S AVENUE               ","FRESH DIRECT           ",Bronx,"FRESH DIRECT LLC                 ",0,"             ",2,727260,,,2 ST ANN'S AVENUE 2 ST ANN'S AVENUE,"2 ST ANNS AVENUE, Bronx, New York, NY, USA",40.800563,-73.919599,Unchecked,2124443,2025430001
101,4311,Feature,,NY,"JAC   ",11419,"RICHMOND HILL     ",11419,Store,NY,113 17 LIBERTY AVE,"               ",RICHMOND HILL,"LIBERTY AVE               ","J&P W INDIAN GROCERY   ",Queens,J&P GUYANA&W INDIAN FISH&GRCY INC,1500,"             ",113-17,634177,,,113 17 LIBERTY AVE 113 17 LIBERTY AVE,"113-17 LIBERTY AVENUE, Queens, New York, NY, USA",40.685778,-73.828927,Unchecked,4201883,4095180021
102,4339,Feature,,NY,"A     ",11235,"BROOKLYN          ",11235,Store,NY,1202 AVENUE,"               ",BROOKLYN,"AVENUE Z                    ","AVENUE Z CONVINIENCE   ",Kings,"AVENUE Z CONVINIENCE CORP        ",1200,"             ",1202,737532,,,1202 AVENUE 1202 AVENUE,"1202 AVENUE Y, Brooklyn, New York, NY, USA",40.589499,-73.958317,Unchecked,3203904,3074330101
103,4340,Feature,,NY,"JAC   ",11416,"OZONE PARK        ",11416,Store,NY,97 19 101 AVE,"               ",OZONE PARK,"101 AVE                    ",AK FAMILY DELI & GROCER,Queens,"AK FAMILY DELI & GROCERY INC     ",1400,"             ",97-19,712526,,,97 19 101 AVE 97 19 101 AVE,"97-19 101 AVENUE, Queens, New York, NY, USA",40.685277,-73.843637,Unchecked,4438466,4090730039
104,4357,Feature,,NY,"JAC   ",10458,"BRONX             ",10458,Store,NY,536E FORDAM ROAD,"               ",BRONX,"FORDAM ROAD                 ","MYW FOOD MARKET        ",Bronx,"MYW FOOD MARKET CORP             ",0,"             ",536E,725093,,,536E FORDAM ROAD 536E FORDAM ROAD,?,?,?,Failed,?,?
105,4401,Feature,,NY,"A     ",11372,"JACKSON HEIGHTS   ",11372,Store,NY,92 09 37TH AVE,"               ",JACKSON HEIGHTS,"37TH AVE                   ","LAS DELICIAS           ",Queens,"LAS DELICIAS CORP                ",0,"             ",92-09,741340,,,92 09 37TH AVE 92 09 37TH AVE,"92-09 37 AVENUE, Queens, New York, NY, USA",40.75092,-73.874789,Unchecked,4036100,4014660039
106,4422,Feature,,NY,"JAC   ",11358,"FLUSHING          ",11358,Store,NY,25 77 FRANCIS LEWIS BLVD,"               ",FLUSHING,"FRANCIS LEWIS BLVD         ","HARPELL PHARMACY       ",Queens,"KASTORIA CHEMISTS INC            ",0,"             ",25-77,723713,,,25 77 FRANCIS LEWIS BLVD 25 77 FRANCIS LEWIS BLVD,"25-77 FRANCIS LEWIS BOULEVARD, Queens, New York, NY, USA",40.773446,-73.795899,Unchecked,4129459,4057690001
107,4463,Feature,,NY,"JAC   ",11360,"BAYSIDE           ",11360,Store,NY,213 15 26TH AVE,"               ",BAYSIDE,"26TH AVE                  ",HISSHO SUSHI@STOP&SHOP#,Queens,"LWIN FAMILY CO LLC               ",0,"             ",213-15,740852,,,213 15 26TH AVE 213 15 26TH AVE,"213-15 26 AVENUE, Queens, New York, NY, USA",40.779031,-73.776571,Unchecked,4439465,4059000002
108,4465,Feature,,NY,"JABH  ",11229,"BROOKLYN          ",11229,Store,NY,1909 AVENUE,"               ",BROOKLYN,"AVENUE U                    ","ROYAL BAGELS           ",Kings,"ROYAL BAGELS INC                 ",1800,"             ",1909,741238,,,1909 AVENUE 1909 AVENUE,"1909 AVENUE O, Brooklyn, New York, NY, USA",40.613554,-73.955049,Unchecked,3253714,3067570060
109,4476,Feature,,NY,"A     ",11203,"BROOKLYN          ",11203,Store,NY,4602 AVENUE,"               ",BROOKLYN,"AVENUE D                    ","DOLLAR GENERAL # 19218 ",Kings,"DOLGENCORP OF NEW YORK INC       ",0,"             ",4602,730547,,,4602 AVENUE 4602 AVENUE,"4602 AVENUE H, Brooklyn, New York, NY, USA",40.632414,-73.932044,Unchecked,3214346,3077500040
110,4517,Feature,,NY,"A     ",11368,"CORONA            ",11368,Store,NY,111 04 NORTHERN BLVD,"               ",CORONA,"NORTHERN BLVD         ","MIS AMIGOS             ",Queens,"MIS AMIGOS INC                   ",1000,"             ",111-04,725033,,,111 04 NORTHERN BLVD 111 04 NORTHERN BLVD,?,?,?,Failed,?,?
111,4557,Feature,,NY,"JAC   ",11235,"BROOKLYN          ",11235,Store,NY,1710 AVENUE,"               ",BROOKLYN,"AVENUE Y                    ","SUSHI BY JAY           ",Kings,"ELLICO USA INC                   ",450,"             ",1710,614734,,,1710 AVENUE 1710 AVENUE,"1710 AVENUE G, Brooklyn, New York, NY, USA",40.632384,-73.960405,Unchecked,3179096,3066920048
112,4572,Feature,,NY,"JAC   ",11213,"BROOKLYN          ",11213,Store,NY,1571 ST JOHNS PLACE,"               ",BROOKLYN,"ST JOHNS PLACE              ","MAITA DELI GROCERY     ",Kings,"MAITA DELI GROCERY CORP          ",900,"             ",1571,738625,,,1571 ST JOHNS PLACE 1571 ST JOHNS PLACE,"1571 ST JOHN'S PLACE, Brooklyn, New York, NY, USA",40.670505,-73.925556,Unchecked,3036893,3013800048
113,4592,Feature,,NY,"JAC   ",11103,"ASTORIA           ",11103,Store,NY,25 17 STEINWAY ST,"               ",ASTORIA,"STEINWAY ST                ","HALLAL FOOD EMPORIUM   ",Queens,"HALLAL FOOD EMPORIUM INC         ",1000,"             ",25-17,637965,,,25 17 STEINWAY ST 25 17 STEINWAY ST,"25-17 STEINWAY STREET, Queens, New York, NY, USA",40.767388,-73.91186,Unchecked,4011395,4006840039
114,4602,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,69 17 NORTHERN BLVD,"               ",WOODSIDE,"NORTHERN BLVD              ","DHARA BAZAR HALAL MEAT ",Queens,DHAKA BAZAR HALAL MEAT AND FISH I,0,"             ",69-17,726921,,,69 17 NORTHERN BLVD 69 17 NORTHERN BLVD,"69-17 NORTHERN BOULEVARD, Queens, New York, NY, USA",40.754588,-73.897055,Unchecked,4026292,4011650045
115,4620,Feature,,NY,"A     ",10457,"BRONX             ",10457,Store,NY,1540 GRAND,"               ",BRONX,"GRAND CONCOURSE             ",RITE AID PHARMACY 03429,Bronx,"RITE AID OF NEW YORK INC         ",3000,"             ",1540,604994,,,1540 GRAND 1540 GRAND,"1540 GRAND CONCOURSE, Bronx, New York, NY, USA",40.841908,-73.911913,Unchecked,2115884,2028210013
116,4720,Feature,,NY,"JAC   ",11365,"FRESH MEADOWS     ",11365,Store,NY,195 25 69TH AVE,"               ",FRESH MEADOWS,"69TH AVE                  ",ISLAND OF GOLD SUPERMKT,Queens,"ISLAND OF GOLD SUPERMARKET INC   ",25000,"             ",195-25,638745,,,195 25 69TH AVE 195 25 69TH AVE,"195-25 69 AVENUE, Queens, New York, NY, USA",40.737354,-73.77774,Unchecked,4439391,4071170007
117,4724,Feature,,NY,"JAC   ",11230,"BROOKLYN          ",11230,Store,NY,1205 AVENUE,"               ",BROOKLYN,"AVENUE M                    ","GLATT MART             ",Kings,"GLATT MART INC                   ",3500,"             ",1205,612413,,,1205 AVENUE 1205 AVENUE,"1205 AVENUE L, Brooklyn, New York, NY, USA",40.620255,-73.963059,Unchecked,3253676,3067230046
118,4735,Feature,,NY,"JAC   ",11229,"BROOKLYN          ",11229,Store,NY,1237 AVENUE,"               ",BROOKLYN,"AVENUE U                    ",A&C SEAFOOD & MEAT MARK,Kings,"A&C SEAFOOD & MEAT MARKET INC    ",7000,"             ",1237,729307,,,1237 AVENUE 1237 AVENUE,"1237 AVENUE Z, Brooklyn, New York, NY, USA",40.588043,-73.956697,Unchecked,3203889,3074330034
119,4749,Feature,,NY,"A     ",11358,"FLUSHING          ",11358,Store,NY,34 45 FRANCIS LEWIS BLVD,"               ",FLUSHING,"FRANCIS LEWIS BLVD     ","DEALS #5747            ",Queens,"DOLLAR TREE STORES INC           ",8000,"             ",34-45,714405,,,34 45 FRANCIS LEWIS BLVD 34 45 FRANCIS LEWIS BLVD,"45-34 FRANCIS LEWIS BOULEVARD, Queens, New York, NY, USA",40.75572,-73.78266,Unchecked,4000000,4055390035
120,4770,Feature,,NY,"JAC   ",10452,"BRONX             ",10452,Store,NY,1584 UNIVERSITY,"               ",BRONX,"UNIVERSITY AE           ","1584 DELI FOOD         ",Bronx,"1584 DELI FOOD CORP              ",1000,"             ",1584,742850,,,1584 UNIVERSITY 1584 UNIVERSITY,"1584 UNIVERSITY AVENUE, Bronx, New York, NY, USA",40.846663,-73.920362,Unchecked,2008818,2028760064
121,4793,Feature,,NY,"JAC   ",11229,"BROOKLYN          ",11229,Store,NY,2950 AVENUE,"               ",BROOKLYN,"AVENUE U                    ",GOURMET DELI GRILL 03/0,Kings,"GOURMET DELI GRILL CORP          ",2000,"             ",2950,727123,,,2950 AVENUE 2950 AVENUE,"2950 AVENUE U, Brooklyn, New York, NY, USA",40.600357,-73.940414,Unchecked,3200301,3073640001
122,4807,Feature,,NY,"JAC   ",11220,"BROOKLYN          ",11220,Store,NY,80 58TH ST,"               ",BROOKLYN,"58TH ST UNIT 303              ","SALTY ROAD             ",Kings,"SALTY ROAD INC                   ",1600,"             ",80,726920,,,80 58TH ST 80 58TH ST,"80 58 STREET, Brooklyn, New York, NY, USA",40.64436,-74.02583,Unchecked,3413923,3057780001
123,4823,Feature,,NY,"JAC   ",11203,"BROOKLYN          ",11203,Store,NY,4206 AVENUE,"               ",BROOKLYN,"AVENUE D                    ",C&C FRUIT&VEGETABLE&GRY,Kings,"CHUNG INCHA                      ",2100,"             ",4206,616822,,,4206 AVENUE 4206 AVENUE,"4206 AVENUE T, Brooklyn, New York, NY, USA",40.610916,-73.924814,Unchecked,3396970,3085420038
124,4845,Feature,,NY,"JAC   ",11373,"ELMHURST          ",11373,Store,NY,91 04 43RD AVE,"               ",ELMHURST,"43RD AVE                   ","DE TODO SUPERMARKET    ",Queens,"DE TODO SUPERMARKET CORP         ",2500,"             ",91-04,630900,,,91 04 43RD AVE 91 04 43RD AVE,"430-91 SPRINGFIELD AVENUE, Queens, New York, NY, USA",40.698652,-73.742313,Unchecked,4452078,4112980008
125,4853,Feature,,NY,"JAC   ",11416,"OZONE PARK        ",11416,Store,NY,102 02 101ST AVE,"               ",OZONE PARK,"101ST AVE                 ","KEYFOOD 1732           ",Queens,"DOLCO FOOD CORP                  ",5000,"             ",102-02,633982,,,102 02 101ST AVE 102 02 101ST AVE,?,?,?,Failed,?,?
